alpha,delta,u,g,r,i,z,redshift,plate,MJD,fiber_ID,y
156.823923,17.95939425,18.27229,17.01103,16.46431,16.13064,15.88504,0.0418823,2591,54140,479,0
131.8324077,12.38923787,19.58679,17.84665,16.85751,16.38321,16.04922,0.1339053,2428,53801,103,0
166.9771624,39.36984283,22.06653,21.31902,20.20796,19.34434,19.00428,0.6155225,4621,55649,615,0
338.0621197,20.10224318,23.89868,22.75682,21.96059,20.85836,19.99017,0.574578,7582,56960,53,0
155.4755979,17.58898991,24.58863,22.39551,20.51502,19.50814,19.14267,0.589175,5884,56046,401,0
221.1646692,32.55729971,18.9386,17.78899,17.493,17.29456,17.1381,0.03331941,1842,53501,542,0
210.4711943,35.58157465,21.59766,19.36786,17.82512,17.33825,16.9473,0.257638,1838,53467,580,0
215.7518598,34.15443725,24.43019,23.88445,21.23951,20.10079,19.82743,0.6025588,3863,55280,965,0
125.1455638,44.47079802,24.46477,22.40041,20.48937,19.59783,19.01315,0.5018669,5159,55856,483,0
326.3004247,5.118305351,23.28893,21.0904,20.76089,20.55174,20.55653,-3.93E-05,4091,55498,436,2
183.8807208,34.42107288,21.28963,21.23341,21.37005,21.17381,20.75772,1.751086,10246,58171,580,1
337.6385374,-1.738325014,24.00256,21.91312,20.23246,19.40006,19.0829,0.4723763,4380,55857,845,0
144.9340194,45.0475681,23.45287,22.30333,20.87772,20.14171,19.38095,0.5837682,7316,56710,245,0
121.345233,30.09185594,25.21762,23.56635,22.07782,20.63174,19.94875,0.768599,10293,58132,419,0
200.2440297,46.90926805,18.75217,17.39595,16.79439,16.51233,16.32721,0.1524753,1461,53062,585,0
203.4996704,46.45356393,23.34407,20.75146,18.95727,18.24725,17.83532,0.4272205,1463,53063,600,0
159.5968724,35.46047432,20.53633,20.51968,20.46591,20.18656,20.11094,1.896364,10272,58172,690,1
241.9967145,26.53165563,25.64598,22.07539,20.25061,19.41027,18.90444,0.4780543,4724,55742,159,0
228.8298958,35.60946698,22.11619,21.22679,20.72244,20.57082,20.76416,0.2356568,10746,58257,154,0
29.15403313,10.90216477,26.04414,22.14508,20.6945,19.77228,18.98806,0.4486858,4656,55828,363,0
242.7752559,8.639444258,26.31212,21.79687,20.19066,18.98605,18.63399,0.5734423,5207,56018,924,0
153.8546184,31.65089733,20.83175,20.61123,20.3864,20.43044,20.21391,1.277799,11381,58464,912,1
220.0630047,46.72957962,21.9885,21.25801,21.17646,21.24363,20.5846,2.217677,8491,57488,807,1
224.6899404,45.05864431,20.28815,20.06957,20.02136,19.75676,19.70029,1.704248,1676,53147,472,1
225.2908684,44.77193332,20.85655,20.92397,20.69074,20.76466,20.60776,1.120915,8490,57104,844,1
146.9385332,16.09438928,25.26599,22.92158,22.33883,21.78277,20.78962,1.016923,9587,57784,678,0
155.2263746,17.67790193,24.77706,22.48315,21.69839,20.80136,21.76128,0.7979387,9573,57787,434,0
126.2922523,10.7205965,19.48619,18.05179,17.51818,17.22088,17.06537,0.08145401,2424,54448,282,0
114.4637797,41.27614488,22.3148,21.08368,20.73893,20.45569,20.26863,-6.68E-05,3664,55245,665,2
117.7123102,17.64596072,20.94753,18.88469,17.61582,17.099,16.72257,0.2085152,1920,53314,167,0
136.9601805,28.93653999,22.04115,19.52929,18.05478,17.53429,17.20444,0.2430121,5781,56337,118,0
199.8204808,13.38786815,24.19011,21.75728,21.16978,21.07923,21.33332,0.000298764,5427,56001,632,2
240.1973457,38.53807262,23.04992,21.59538,21.11154,20.85508,21.09971,3.041664,10737,58254,744,1
86.68354018,-0.368285187,23.6937,20.20423,17.99067,16.7367,15.89621,8.78E-05,1246,54478,114,2
171.0816825,35.77276389,23.64548,23.69805,21.67084,20.40593,19.55744,0.6981909,10264,58162,523,0
179.622381,36.48862864,26.72638,22.22412,20.13439,19.18335,18.60048,0.5659211,4650,55648,885,0
191.1298201,36.3049242,22.87463,22.11768,20.19325,19.29559,18.89231,0.4937856,3973,55323,431,0
248.3249544,33.03536212,24.76546,21.42284,20.47325,20.09491,19.53658,-0.000216636,1058,52520,101,2
333.1498162,19.25180171,23.86434,20.02707,19.35307,19.0599,19.02405,-0.000178901,5029,55750,784,2
286.6183949,39.88900789,22.29478,19.54436,18.31457,17.79264,17.45149,-0.000746949,2536,53883,536,2
2.898084583,-10.19006567,21.80578,20.59509,18.93349,18.33985,17.88379,0.3217884,7169,56628,349,0
35.69520981,23.51342011,19.14997,17.61808,16.89963,16.62778,16.46451,-0.000189283,3241,54884,314,2
36.29656333,24.82436019,17.1531,15.96265,15.74735,15.69537,15.70901,2.94E-06,3241,54884,332,2
36.77261744,25.68852977,22.37608,19.81139,18.5578,18.04895,17.67816,0,2399,53764,361,0
193.0769988,29.35644436,26.07606,22.01341,20.45675,19.5731,19.15596,0.5052446,6480,56340,709,0
234.5671041,2.368694584,19.35147,17.67958,16.68159,16.07181,15.55318,-2.78E-05,2955,54562,322,2
235.5292491,2.271114243,19.8745,18.09032,16.84483,16.3232,15.94867,0.1658337,2955,54562,454,0
348.9355865,1.995053848,20.87091,19.57939,19.31251,19.10059,18.82812,2.716507,9203,57692,543,1
131.487542,54.28348292,17.61889,16.58748,16.18591,16.05365,16.00755,0.000262497,2316,53757,621,2
139.8896869,14.45478011,26.31033,21.66161,19.90671,19.00658,18.80095,0.4624703,5305,55984,211,0
157.0878178,17.95027288,19.31835,17.85309,17.02717,16.56062,16.22632,0.105891,2591,54140,485,1
141.8478566,14.92817387,24.24184,22.9604,21.13004,19.9435,19.36278,0.6010216,5310,55983,335,0
227.1832296,30.39543849,20.11655,18.14115,17.14489,16.69915,16.3628,0.1069681,1844,54138,600,0
230.4523986,29.02877793,23.0733,22.21642,20.73226,19.84539,19.3744,0.4501796,3879,55244,296,0
230.9649325,28.99363658,20.04281,18.10494,17.17361,16.74085,16.43285,0.08645526,1846,54173,573,0
210.4466077,35.55695699,23.81013,21.58994,19.99511,19.11657,18.72537,0.5225454,3854,55247,289,0
212.2789038,34.98195897,25.66531,22.78535,21.05537,20.05313,19.4693,0.5756266,3855,55268,311,0
36.64304033,-1.083049037,18.71934,17.6067,17.02592,16.65678,16.44464,0.09526202,406,51876,48,0
21.61589527,1.556446592,23.97489,22.82734,22.39711,22.18324,21.5228,1.280906,9396,58101,984,0
39.77320703,1.251131809,25.91169,22.38092,21.06639,19.60858,19.02775,0.745801,4261,55503,345,0
245.4225771,39.36838592,19.59801,17.78609,16.91288,16.44317,16.06074,0.1290533,1172,52759,317,0
131.2327096,1.028170173,24.38718,22.26859,20.5162,19.87571,19.55979,0.3412414,12531,58932,340,0
144.4415388,0.949481787,18.38745,17.05376,16.49201,16.04991,15.89979,0.09094608,476,52314,528,0
205.9171583,32.5499629,22.51022,21.95027,21.67685,21.74124,21.41583,-0.000396118,3856,55269,374,2
136.2255363,2.002423446,24.69769,23.32047,20.90912,19.70528,19.18206,0.5479943,3819,55540,637,0
135.1533433,32.19153564,20.64827,19.18952,18.95546,18.8482,18.83636,3.000896,5184,56352,866,1
218.08145,29.28207449,22.44261,20.86299,19.09595,18.52656,18.2099,0.3177914,6018,56067,822,0
42.94528378,33.88081134,21.58174,20.66811,20.27861,20.18036,20.0432,-0.000147501,2398,53768,211,2
249.3066955,37.92534679,24.63465,23.20077,20.91695,18.82018,19.81396,-4.79E-05,10728,58248,445,2
217.7165327,43.18279818,23.32491,22.53658,20.36786,19.24152,18.78754,0.5768048,6057,56099,445,0
140.0308746,28.199399,24.03434,23.44327,23.91911,22.53215,22.59081,1.302759,9632,58130,688,0
224.4822529,14.06436489,23.06251,21.12123,19.23949,18.61868,18.0785,0.3506639,5478,56014,812,0
200.9235496,40.31638345,23.48211,22.29504,20.55258,19.75317,19.52701,0.5733197,4707,55653,234,0
339.4439457,-1.745191917,23.55529,24.81802,21.9493,20.78424,19.78434,0.8318427,9149,58039,47,0
26.47494413,29.78391011,21.05797,20.88954,20.59723,20.54386,20.3506,1.30248,7733,58103,853,1
196.7948434,47.45689232,22.89366,21.00775,19.32792,18.64729,18.25294,0.3916065,6624,56385,628,0
203.6002213,46.54446169,24.2953,21.54837,19.69737,19.04385,18.65301,0.3539617,6748,56371,346,0
152.5754014,33.62750493,25.40938,23.91457,23.70711,20.47712,18.83285,4.81E-05,10231,58171,580,2
156.4242544,34.81716389,24.00009,22.68681,21.18004,20.06027,19.27184,9.30E-05,10274,58170,269,2
142.0924455,15.06938536,22.37103,22.64036,21.36228,19.98482,19.50402,0.6493225,5310,55983,739,0
239.527325,17.92946637,24.75316,21.99495,20.2711,19.44868,18.94708,0.4531584,3925,55338,539,0
242.5404023,16.70412201,17.52803,16.86262,17.21623,17.37514,21.95278,0.01592155,2200,53875,150,0
231.0799049,32.64858333,19.7116,18.36112,17.66296,17.27137,16.98475,0.07946368,1387,53118,499,0
20.0142076,11.61796199,20.70562,20.0705,19.92076,19.85958,19.80085,2.27246,4669,55831,436,1
346.9989317,0.837184818,25.26007,21.2744,19.49169,18.83018,18.42291,0.3836662,678,52884,526,0
351.4057354,0.72473186,19.9932,18.9358,18.08299,17.63711,17.36814,0.213757,1485,52992,510,0
168.0627159,39.48545107,20.39262,18.54681,17.68709,17.27653,16.97409,0.07030047,1980,53433,412,0
241.4623398,37.6079365,22.06268,21.7912,21.44067,21.36164,21.36648,0.200612,10737,58254,972,0
226.9167782,46.05736102,20.95367,20.77649,20.95077,20.74929,20.97719,1.729096,8518,58193,228,1
145.6234037,32.59162625,19.41292,18.12345,17.51641,17.16029,16.94912,0.1487371,1945,53387,285,0
133.2890277,24.24579439,25.40745,22.15639,20.49362,19.47959,19.35839,0.000351965,2085,53379,448,2
200.6682422,3.142397439,22.09001,20.45104,18.77367,18.2125,17.84087,0.3275533,4006,55328,790,0
124.0730907,43.6704949,23.33797,22.89027,21.51705,20.43848,19.78386,0.6622951,6380,56340,469,0
126.5327009,45.7346018,23.62642,23.33265,21.58329,20.6637,19.88508,0.6054463,7325,56717,305,0
128.4566983,47.2646543,24.69732,23.09122,20.96559,19.862,19.43184,0.6111047,5160,55895,727,0
121.8065027,41.32698544,24.45346,22.85006,21.79142,20.59594,19.86347,0.7842144,8292,57373,271,1
141.3493729,51.48844967,22.40988,20.89792,19.50293,18.732,18.08101,0.5523526,5730,56607,927,0
151.4306439,55.42186535,24.63964,24.61584,21.97854,20.5295,19.61929,0.6768898,8187,57423,323,0
146.3774742,15.87525075,20.08007,18.46663,17.23908,16.73468,16.38255,0.246092,2581,54085,625,0
230.5218003,29.14661932,20.73087,18.62362,17.62755,17.19809,16.86058,0.1116665,1846,54173,523,0
232.1171948,28.29107777,19.71447,17.76688,16.8282,16.40999,16.1006,0.07461853,1848,54180,420,0
213.8470781,34.67744369,21.86664,20.68104,18.91805,18.24835,17.725,0.4218877,1839,53471,550,0
228.499236,29.91191748,21.43848,19.04258,17.66723,17.13405,16.76718,0.2255169,1845,54144,505,0
229.5477171,35.38647789,21.42938,20.76205,20.15768,20.28548,19.7346,0.34582,4716,55738,726,0
56.11556556,-0.46123486,18.43742,17.09894,16.50525,16.16367,15.95122,0.04114044,416,51811,65,0
255.8020479,38.47351222,23.02209,21.66318,21.32847,20.99715,20.74183,-0.000330979,10761,58283,268,2
140.5098658,13.04079712,23.58637,22.23857,20.00386,19.08881,18.65834,0.000142444,2577,54086,539,2
131.2262565,-0.040683035,20.63601,20.63088,20.45119,20.61853,20.40845,0.9743945,12525,58932,964,1
3.791990349,1.299464041,21.85652,22.15563,21.57261,21.60619,21.03521,1.252316,7864,56979,584,1
6.648456901,8.950780655,18.08583,17.16717,16.81494,16.6556,16.59044,-0.000284473,4538,55860,74,2
137.8692095,19.29387525,22.59494,21.25404,19.52491,18.81282,18.39372,0.3736156,5768,56017,532,0
169.2794662,26.58381882,19.16525,18.0157,17.55399,17.33214,17.19172,0.02631493,2216,53795,306,0
150.5258622,48.97401032,19.00747,17.02683,16.09225,15.6017,15.25969,0.06539278,1006,52708,140,0
144.5670442,46.6797612,19.8008,18.51326,17.44441,16.96318,16.54986,0.2400932,834,52316,150,0
333.6697563,-1.661860547,25.39142,23.58908,21.79859,20.73763,20.05817,0.4672965,9147,58038,413,0
151.4297038,33.28099811,21.75463,21.55576,21.54325,21.30457,20.97695,1.696705,10232,58223,144,1
155.8247968,34.50588255,21.885,22.29628,21.78144,21.51762,21.37112,1.160914,10273,58466,744,0
143.9720078,30.78576967,16.8894,15.65256,15.25789,15.13414,15.10047,-9.52E-05,2889,54530,412,2
201.4150086,28.44667399,20.81219,18.6436,17.46469,17.00734,16.62973,0.1760666,2002,53471,14,0
250.2231282,12.97244331,24.6417,22.05031,20.95578,19.68855,19.21181,-0.000143229,4075,55352,876,2
228.8886461,28.75504406,23.0785,21.6468,20.14976,19.38377,18.8822,0.3169375,3871,55307,171,0
225.5672951,46.68625174,20.61906,20.37561,20.16154,19.84815,19.90126,1.783217,8518,58193,592,1
171.4988947,35.8083196,24.40774,22.17823,20.53592,19.66287,19.16107,0.5598326,4618,55600,226,0
336.5640905,24.38099166,21.91675,21.49345,21.3196,21.28167,21.3988,0.8276694,7648,57329,96,1
123.9343882,43.33778757,24.66324,22.10466,20.5522,20.05359,19.68745,0.3056343,8278,56990,186,0
125.814948,45.00276928,25.53538,22.06239,20.1759,19.55962,19.29264,0.3590828,6381,56353,557,0
126.4739094,45.67365158,23.36956,21.80339,20.54859,19.51639,19.1308,0.511266,6381,56353,622,0
121.552408,41.34108048,19.34786,17.94782,17.45773,17.15675,17.01674,0.03200962,545,52202,451,0
222.2054426,-1.590047435,25.14623,21.62248,20.51337,19.7662,19.48144,0.7628404,920,52411,584,0
51.64809279,0.791387252,20.01051,18.90984,18.36489,17.89512,17.73739,0.09673551,712,52199,540,0
45.9858993,0.728174793,21.69242,20.08589,18.98103,18.40988,18.0326,0.1564658,1563,52941,517,0
136.207462,9.528632959,18.46036,18.45332,18.70105,18.39576,17.90321,0.000215952,1738,53051,31,2
256.5230109,37.6770842,21.67648,20.90746,21.06325,20.95609,20.91784,2.339055,10761,58283,84,1
137.3312983,13.90486852,20.03611,19.46892,18.915,18.59838,18.51628,0.1900987,2434,53826,17,0
152.2659899,17.219436,20.57803,18.51916,17.47059,17.03477,16.6116,0.1251433,2587,54138,466,0
136.6381004,13.59823987,25.40301,22.35453,21.06001,20.03391,19.72635,0.000192262,5298,55979,751,2
220.7843254,32.59242223,19.75608,18.33017,17.72115,17.32749,17.08007,0.0707233,1842,53501,508,0
228.0926574,30.02353477,24.50055,22.19817,20.66117,19.84047,19.42095,0.5140917,3871,55307,658,0
336.101331,17.08082668,22.4208,20.80696,20.68229,20.62686,20.99207,-0.000920411,5031,56209,484,2
222.7973098,45.73558534,20.38519,20.4304,20.26477,20.35175,20.36374,1.270798,8489,57483,340,1
225.3922964,44.55329963,18.03936,16.62242,16.09307,15.87945,15.77699,-0.000173501,3390,54945,312,2
141.7218061,14.98152421,21.88533,21.10034,20.39556,19.56581,19.8056,0.6998764,5310,55983,690,0
156.1913148,17.85587698,23.25985,22.13073,20.88444,19.97705,19.52444,0.5234249,5337,55987,949,0
145.1496532,15.6868349,23.51118,23.28184,23.20591,22.1338,21.24085,0.6823226,9583,57809,413,0
244.9537277,20.33641153,23.89759,22.04178,20.39024,19.52313,19.04349,0.4987164,4057,55357,149,0
38.05295659,27.64689165,19.43454,18.27021,17.74232,17.52655,17.36413,0.000484873,3158,54794,277,2
41.69577522,33.82685139,19.94652,18.81504,18.4152,18.2407,18.19,-0.00016873,3210,54876,323,2
254.7057623,18.0291732,19.0796,19.13744,19.55278,19.81388,19.95966,-0.00077354,1567,53172,52,2
250.5776848,13.15604191,20.01762,18.09452,16.87081,16.40228,16.07404,0.1886248,2210,53535,121,0
237.3882776,19.03844588,19.50292,17.73771,16.74074,16.28494,15.89343,0.09129194,2172,54230,320,0
326.5137298,1.621216449,21.96534,20.97919,20.62215,20.55143,20.46431,-0.000650605,5146,55831,614,2
341.1931354,2.061480118,19.39365,18.99688,18.73339,18.53248,18.49347,1.475634,9171,58068,566,1
144.1168405,15.57961976,22.97657,23.32909,22.06312,21.10783,21.2355,0.8711003,9586,57787,558,0
352.1434072,13.41308945,25.1929,22.75832,21.18691,20.02524,19.32845,0.5353919,6143,56267,205,0
176.8442202,20.7709272,24.32158,22.02281,20.43943,19.27505,18.86343,0.5217026,6432,56309,810,0
131.771936,50.19531236,22.19794,20.16209,18.64004,18.03322,17.63766,0.2678518,5158,55913,396,0
169.3496237,53.52343605,23.95719,22.90333,21.59112,20.57817,19.84332,0.5898296,8164,57127,579,0
329.5764341,-1.561778242,22.602,22.31893,20.76681,19.69556,19.1106,0.594484,4376,55863,674,0
338.1034028,-1.70518424,20.03719,18.05663,16.95125,16.47034,16.06673,0.1280032,4380,55857,920,0
359.8497258,9.030933849,26.03214,20.23618,19.68546,19.52572,19.45576,3.272959,6152,56164,980,1
1.186395462,8.968295263,19.00587,18.78184,18.56841,18.54811,18.51791,1.366516,11277,58450,940,1
65.39604733,7.690784727,20.63425,19.04601,18.2894,17.9789,17.81353,0.000202954,2805,54380,574,2
131.8318851,9.972938843,21.5319,19.23259,17.77991,16.14196,15.21846,4.03E-05,2573,54061,40,2
236.5911467,11.40023334,25.66708,22.4908,20.81872,19.88154,19.69987,0.5091705,4886,55737,181,0
348.2378312,20.76317393,22.99846,21.48701,19.55081,18.79729,18.30157,0.3440365,6123,56217,512,0
196.4100556,29.23213785,19.73727,18.2734,17.36576,16.95116,16.63763,0.1387012,2011,53499,612,0
236.5009506,19.48455609,26.31763,22.06703,20.23172,19.39084,18.84676,0.4625089,3937,55352,117,0
186.9514351,29.62344139,18.64066,17.42001,16.93073,16.6573,16.45893,0.06116142,2234,53823,279,0
203.3166712,41.21912126,18.89136,17.69573,17.1918,16.86393,16.6479,0.06505279,1464,53091,477,0
132.9414842,38.82490135,25.26918,22.71507,21.54568,20.54526,19.65252,0.5489363,8829,57446,299,0
214.3895199,44.19306876,19.64657,17.96259,17.04433,16.64294,16.34878,0.1423176,1394,53108,509,0
210.2048837,45.22150093,24.304,22.21972,20.84949,19.7493,19.1836,0.5449319,6629,56365,883,0
354.1769853,0.123972403,23.82333,23.38231,21.76511,22.42433,21.78594,1.003663,8766,57333,812,0
231.9570727,14.47221156,22.62,21.93525,21.79983,21.68259,21.46738,1.040039,5491,56034,8,1
119.1490845,27.56797596,24.40842,22.59602,21.09734,20.02314,19.40442,0.5789845,4459,55533,947,0
240.4285657,33.80176261,20.86146,18.99789,17.63806,17.03941,16.8509,0.2178111,1418,53142,175,0
26.01662032,-1.568903513,22.54574,22.18285,21.78362,20.80078,21.18379,0.7895278,9324,58077,814,0
168.3800142,24.33255651,23.28424,22.47693,20.88024,19.72466,19.28478,0.6450074,6413,56336,283,0
200.0072539,3.084298168,20.05968,17.97195,16.86244,16.39441,16.0225,0.146997,526,52312,418,0
0.538393719,12.03155319,22.06083,20.17193,18.80634,18.28286,17.93302,0.2057878,6182,56190,770,0
131.5539361,1.771499359,23.62076,21.04428,19.5004,18.86473,18.4188,0.4172233,12531,58932,697,0
225.2466908,44.65490423,19.25733,17.84679,17.28318,17.06752,16.93056,-0.000200205,3390,54945,306,2
143.7421917,15.3794635,19.83227,18.2217,17.60873,17.23337,17.03842,0.04871557,2579,54068,583,0
137.2079814,13.91190655,23.52909,23.1424,22.94141,21.77667,23.06546,1.009483,9547,57806,442,0
140.9084537,14.66801243,24.9775,22.05748,20.84815,19.6598,20.52053,0.5336428,5305,55984,30,0
247.2832679,14.65780684,20.03931,18.54601,17.53256,17.00784,16.6206,0.1791569,2203,53915,431,0
230.038946,21.90477582,17.10129,15.17071,14.19677,13.73588,13.3565,0.03834544,2158,54209,44,0
216.7916202,25.7065558,20.04428,18.1783,17.25222,16.86937,16.5352,0.0953875,2135,53827,343,0
133.8688568,55.53479742,17.66707,16.46954,16.05342,15.90261,15.84618,-1.53E-05,3167,54822,590,2
135.6810385,25.42352877,21.98008,21.40963,21.39739,21.3747,21.76079,0.01975065,11126,58436,976,0
130.4325385,23.0070589,20.01796,17.77158,16.81004,16.46272,16.27336,8.51E-05,3373,54940,115,2
257.7115255,27.85059904,24.26253,21.04375,19.35574,18.64601,18.40168,0.3990941,5014,55717,824,0
38.72670475,28.94211161,18.43038,17.26131,16.72547,16.4376,16.28018,-0.000545171,2442,54065,338,2
87.29089226,-0.355513342,23.55147,21.73011,20.40398,19.67872,19.1858,5.95E-05,7257,56658,136,2
87.87704247,-0.312390705,23.8125,23.15969,20.92533,19.5133,18.64916,0.000210694,1247,52677,102,2
168.903926,35.36941908,24.42873,23.34136,21.8549,20.71154,19.74493,0.8195099,10265,58512,661,0
182.0675073,36.52783289,23.53251,22.03869,20.62165,19.72225,19.2248,0.5481497,4649,55621,215,0
138.6363822,14.2312642,24.38408,22.16925,20.35807,19.32209,18.88256,0.5030231,5305,55984,437,0
148.4469507,16.4513366,27.18649,21.6407,20.16937,18.91459,18.40734,0.6137967,5322,56003,99,0
219.6089334,33.11166961,19.4472,18.39003,17.69667,17.34111,17.13339,0.1772011,1841,53491,635,0
231.5595398,28.54476427,19.55219,18.00537,17.06379,16.54615,16.21311,0.1480549,1847,54176,543,0
211.3139981,35.20709934,24.24938,22.35517,20.79633,19.74178,19.29879,0.5825686,3855,55268,433,0
229.8826528,29.27194331,19.85299,18.2562,17.28261,16.80138,16.42904,0.1171706,1846,54173,374,0
116.4031383,35.50021686,20.84601,20.76902,20.706,20.72956,20.4793,2.094881,9354,57806,494,1
228.4376707,38.95331917,19.44553,18.03349,17.39622,17.03336,16.80882,0.05134491,1399,53172,506,0
195.9445966,47.47951839,22.84027,22.09613,20.3024,19.40752,18.9641,0.4763013,6665,56390,93,0
169.5358547,26.54725978,18.95853,17.36799,16.61208,16.27441,15.99602,0.0278285,2216,53795,279,0
228.1003717,15.37187868,22.50761,21.13639,20.65164,20.67181,20.12144,2.487655,5484,56039,43,1
111.5158791,41.06845906,22.0968,22.04342,20.75781,19.89907,19.43102,0.5431473,3656,55241,169,0
125.5877866,10.59013926,23.03443,22.24401,20.39822,19.389,19.02376,0.5109059,5496,55888,745,0
141.2852317,14.93093406,24.62449,21.84812,21.18457,20.8531,20.27568,0.2653512,9581,57783,894,0
142.7328132,30.42263497,20.02226,19.36095,19.35039,19.33555,19.11923,2.376711,11377,58434,386,1
225.3252256,23.13794542,22.96272,22.40821,20.93812,19.71187,18.96969,0.5795761,6020,56087,837,0
137.232399,21.36016143,18.51441,17.30652,16.8156,16.5693,16.62139,0.009122206,2284,53708,12,0
227.1202456,36.45337682,21.22796,20.53946,20.39238,20.40528,19.91555,2.608103,4717,55742,832,1
333.220924,19.33193653,21.94798,21.87795,21.43219,21.42243,21.23309,1.461253,7574,56945,897,1
4.414430116,11.87020115,25.32093,27.26466,21.7828,20.1891,19.32205,0.7906158,11565,58507,743,0
131.8096788,46.28947793,24.0069,23.26117,21.18818,20.08508,19.71034,0.6912031,6396,56358,945,0
135.9456569,13.44164397,25.38016,22.10238,20.43343,19.44975,18.7698,0.6815426,5298,55979,603,0
223.890694,31.66231982,19.92109,18.26648,17.40461,17.00871,16.66921,0.08401469,1843,53816,573,0
229.1465924,29.6902001,22.08353,21.27093,20.15946,19.29831,18.88661,0.5902724,3871,55307,117,0
231.0559891,28.91260361,18.56836,16.81068,15.9776,15.56228,15.24692,0.07498027,1847,54176,530,0
210.1095432,35.44644565,23.60797,22.3009,20.94053,19.77328,19.28621,0.6685107,3854,55247,325,0
0.222759023,20.22711698,24.05046,23.55703,22.28037,20.36372,19.66612,0.8797731,7595,56957,211,0
131.560621,1.752853078,22.63261,21.89743,20.84938,19.85888,19.78989,0.6298001,3810,56015,152,0
218.8515525,47.25871276,20.93465,20.81692,20.65932,20.55342,20.34635,2.086919,8491,57488,595,1
222.0676158,46.09735355,21.06952,20.72522,20.64952,20.94172,21.08137,1.55263,8489,57483,426,1
224.1931711,45.25403708,21.27571,20.50779,20.42731,20.51716,20.07375,2.44313,6737,56365,164,1
225.7881572,44.41531972,21.83527,19.44544,17.98216,16.69855,15.98663,-3.69E-05,1676,53147,22,2
151.9972538,16.98468712,19.25374,18.18045,17.83349,17.53628,17.40703,0.06954175,2587,54138,308,0
146.7266862,16.06661082,16.94825,15.77205,15.18243,14.89431,14.66745,0.01960566,2583,54095,312,0
143.9806014,15.41128477,21.45384,19.06783,17.6031,17.03185,16.75944,0.2572137,2579,54068,639,0
125.4347988,10.50731888,24.3242,18.71759,17.2268,16.73841,16.38899,0.1106213,2423,54149,184,0
150.1287623,16.83720775,20.88442,18.93345,17.51887,16.97178,16.5789,0.2323635,2585,54097,474,0
148.9512546,16.41379141,21.97025,20.80181,21.04852,20.87675,21.71663,0.002685712,2583,54095,550,0
243.611582,7.686477087,25.94422,21.38797,20.83455,20.60353,20.60003,-0.000307662,4896,55712,656,2
189.334615,36.43636881,24.59197,21.41728,19.60765,18.55018,18.01573,0.5411782,3968,55590,827,0
249.7755756,31.68899369,22.5694,21.89152,21.53292,21.01481,20.90014,1.79764,10914,58257,125,1
191.9526742,13.65752584,22.41312,21.80452,21.96239,22.09518,21.50543,2.38444,5410,56016,150,1
21.44508812,-6.634680648,22.07029,22.11115,20.34927,19.47819,19.02248,0.4499442,7161,56625,506,0
221.0931292,24.6829673,19.85409,17.91029,16.92689,16.46895,16.13085,0.1212357,2143,54184,355,0
197.9863802,3.111302571,17.96462,17.07893,16.61805,16.40559,16.28282,0.02767473,525,52295,457,0
216.0882322,2.970594664,17.52408,16.46265,16.17825,16.00645,15.86281,0.02605102,534,51997,521,0
345.3347492,1.983641145,20.07361,19.27167,19.20472,19.0479,18.65302,2.292263,9173,58069,534,1
348.1954248,2.087376317,21.08191,20.46226,20.33036,20.24014,19.87863,2.357052,9174,58070,693,1
130.3888435,53.50907747,21.57202,20.85128,20.83623,20.86986,20.6022,2.379084,7276,57061,435,1
124.3270127,43.90379945,24.84313,23.04638,21.78749,20.7332,19.46771,0.00020462,8278,56990,119,2
125.1196989,44.45208598,24.1323,22.04609,20.26991,19.46939,18.93877,0.4017917,6393,56341,378,0
125.3088036,44.46077583,24.91286,22.79208,21.53193,20.35067,19.71039,0.6083527,6379,56340,969,0
126.0103992,45.23553878,22.35818,21.92333,21.14642,20.00166,18.97391,0.7907991,7325,56717,411,0
126.2175229,45.46101021,25.62635,22.68782,21.05344,20.13709,19.76195,0.4808271,6393,56341,236,0
116.4339817,35.68794146,20.44671,19.35664,19.27379,19.24929,19.3879,-0.000168518,1150,52644,340,2
113.5218581,32.05426935,20.58458,20.08537,19.92889,19.84898,19.7932,-4.84E-05,541,51959,240,2
335.7592073,-1.601689493,24.09599,20.6564,18.96232,18.32887,17.82569,0.3112432,4379,55881,836,0
210.2806801,57.8939237,23.71558,23.56754,21.84506,20.83043,19.93773,0.4803776,8393,57864,471,0
144.3988104,21.36691509,19.11572,17.50814,16.73647,16.37873,16.07894,0.03470385,2292,53713,187,0
155.1456989,24.22132364,19.77023,17.9532,17.02457,16.58347,16.29963,0.08103471,2349,53734,307,0
159.8989284,25.1167863,22.19006,20.02229,18.43443,17.83021,17.44079,0.2855164,6439,56358,186,0
114.7959036,23.33039058,24.95524,22.78097,20.89808,19.6606,19.22836,0.5521094,4470,55587,357,0
160.1318812,35.66152141,24.64641,26.39754,21.82747,20.58955,19.52757,1.170439,10272,58172,801,1
152.4194459,46.47029569,25.65611,22.82949,20.45554,19.54282,18.99067,0.5078696,6662,56364,479,0
213.4981783,26.32100445,22.75862,20.39021,18.6256,17.98912,17.59202,0.3860943,6010,56097,790,0
346.5171522,0.752008135,21.56308,20.59839,19.54091,19.11192,18.75281,0.3943761,678,52884,378,0
243.9257602,35.7654109,21.95627,21.73813,21.54724,21.28392,20.85732,1.627605,10727,58197,576,1
